frequency,word,part_of_speech
2105,temple,n
2105,shade,n
2104,craft,n
2103,nursery,n
2102,piano,n
2102,desirable,a
2100,assurance,n
2099,jurisdiction,n
2099,advertise,v
2097,bay,n
2096,specification,n
2096,disability,n
2095,presidential,a
2095,arrest,n
2091,unexpected,a
2089,switch,n
2089,penny,n
2087,respect,v
2087,celebration,n
2086,gross,a
2086,aid,v
2085,superb,a
2085,process,v
2083,innocent,a
2078,leap,v
2078,colony,n
2077,wound,n
2076,hardware,n
2075,satellite,n
2075,float,v
2075,bible,n
2074,statistical,a
2073,marked,a
2073,hire,v
2072,cathedral,n
2070,motive,n
2070,correct,v
2068,gastric,a
2067,raid,n
2066,comply,v
2065,accommodate,v
2064,mutter,v
2064,induce,v
2059,trap,v
2056,invasion,n
2056,humour,n
2056,bulk,n
2054,traditionally,adv
2053,commission,v
2052,upstairs,adv
2051,translate,v
2051,rhythm,n
2051,emission,n
2051,collective,a
2050,transformation,n
2050,battery,n
2049,stimulus,n
2049,naked,a
2047,white,n
2046,menu,n
2044,toilet,n
2044,butter,n
2043,surprise,v
2043,needle,n
2043,effectiveness,n
2042,accordance,n
2041,molecule,n
2041,fiction,n
2040,learning,n
2038,statute,n
2037,reluctant,a
2037,overlook,v
2037,junction,n
2036,necessity,n
2036,nearby,a
2036,experienced,a
2035,lorry,n
2031,exclusive,a
2030,graphics,n
2029,stimulate,v
2028,warmth,n
2028,therapy,n
2027,convenient,a
2026,cinema,n
2025,domain,n
2024,tournament,n
2020,doctrine,n
2018,sheer,a
2018,proposition,n
2017,grip,n
2016,widow,n
2016,discrimination,n
2016,bloody,adv
2013,ruling,a
2013,fit,n
2012,nonetheless,adv
2012,myth,n
2012,episode,n
2012,drift,v
2012,assert,v
2008,terrace,n
2007,uncertain,a
2004,twist,v
2003,insight,n
2001,undermine,v
2001,tragedy,n
2000,enforce,v
2000,criticise,v
1999,march,v
1999,leaflet,n
1998,fellow,a
1997,object,v
1994,pond,n
1993,adventure,n
1992,diplomatic,a
1991,mixed,a
1990,rebel,n
1990,equity,n
1989,literally,adv
1988,magnificent,a
1988,loyalty,n
1987,tremendous,a
1982,airline,n
1981,shore,n
1981,restoration,n
1980,physically,adv
1979,render,v
1978,institutional,a
1978,emphasize,v
1977,mess,n
1977,commander,n
1975,straightforward,a
1975,singer,n
1974,squeeze,v
1974,full-time,a
1974,breed,v
1973,successor,n
1971,triumph,n
1971,heading,n
1969,mathematics,n
1968,laugh,n
1968,clue,n
1966,still,a
1966,ease,n
1965,specially,adv
1965,biological,a
1963,forgive,v
1962,trustee,n
1962,photo,n
1962,fraction,n
1962,chase,v
1961,whereby,adv
1961,mud,n
1960,pensioner,n
1960,functional,a
1960,copy,v
1958,strictly,adv
1958,desperately,adv
1958,await,v
1957,coverage,n
1956,wildlife,n
1956,indicator,n
1954,lightly,adv
1952,hierarchy,n
1949,evolve,v
1948,mechanical,a
1947,expert,a
1946,creditor,n
1946,capitalist,n
1945,essence,n
1945,compose,v
1943,mentally,adv
1942,gaze,n
1941,seminar,n
1940,target,v
1940,label,v
1940,fig,n
1940,continent,n
1939,chap,n
1937,flexibility,n
1936,verse,n
1936,minute,a
1935,whisky,n
1935,equivalent,a
1934,recruit,v
1934,echo,v
1933,unfair,a
1933,launch,n
1933,cupboard,n
1933,bush,n
1932,shortage,n
1932,prominent,a
1932,merger,n
1932,command,v
1931,subtle,a
1930,capital,a
1929,gang,n
1929,fish,v
1928,unhappy,a
1928,lifetime,n
1927,elite,n
1925,refusal,n
1925,finish,n
1925,aggressive,a
1924,superior,a
1924,landing,n
1924,exchange,v
1923,debate,v
1921,educate,v
1920,separation,n
1920,productivity,n
1920,initiate,v
1919,probability,n
1918,virus,n
1917,reporter,n
1917,fool,n
1916,pop,v
1916,capitalism,n
1915,painful,a
1914,correctly,adv
1914,complex,n
1913,rumour,n
1913,imperial,a
1912,justification,n
1912,availability,n
1911,spectacular,a
1910,remain,n
1909,ocean,n
1908,cliff,n
1907,sociology,n
1902,sadly,adv
1902,missile,n
1901,situate,v
1901,artificial,a
1901,apartment,n
1898,provoke,v
1898,oral,a
1897,maximum,n
1897,angel,n
1896,spare,a
1896,shame,n
1895,intelligent,a
1895,discretion,n
1895,businessman,n
1894,explicit,a
1894,book,v
1893,uniform,n
1893,push,n
1893,counter,n
1892,subject,a
1892,objective,a
1892,hungry,a
1892,clothing,n
1890,ride,n
1889,romantic,a
1889,attendance,n
1888,part-time,a
1887,trace,n
1887,backing,n
1886,sensation,n
1886,carrier,n
1885,interest,v
1885,classification,n
1885,classic,n
1885,beg,v
1884,appendix,n
1881,doorway,n
1881,density,n
1880,working-class,a
1879,legislative,a
1879,hint,n
1878,shower,n
1878,current,n
1877,succession,n
1877,nasty,a
1876,duration,n
1875,desert,n
1874,receipt,n
1874,native,a
1874,chapel,n
1873,amazing,a
1872,hopefully,adv
1872,fleet,n
1872,comparable,a
1870,oxygen,n
1870,installation,n
1870,developer,n
1869,disadvantage,n
1868,recipe,n
1868,crystal,n
1867,modification,n
1866,schedule,v
1866,midnight,n
1865,successive,a
1865,formerly,adv
1864,loud,a
1863,value,v
1862,physics,n
1861,truck,n
1861,stroke,n
1861,kiss,n
1860,envelope,n
1859,speculation,n
1858,canal,n
1857,unionist,n
1856,directory,n
1855,receiver,n
1855,isolation,n
1855,fade,v
1855,chemistry,n
1853,unnecessary,a
1853,hit,n
1852,defender,n
1851,stance,n
1851,sin,n
1851,realistic,a
1850,socialist,n
1849,subsidy,n
1849,content,a
1848,toy,n
1848,darling,n
1847,decent,a
1846,liberty,n
1846,forever,adv
1845,skirt,n
1845,coordinate,v
1842,tactic,n
1842,influential,a
1842,import,v
1842,accent,n
1841,compound,n
1841,bastard,n
1840,ingredient,n
1840,dull,a
1837,cater,v
1835,scholar,n
1835,faint,a
1833,ghost,n
1832,sculpture,n
1832,ridiculous,a
1832,diagnosis,n
1830,delegate,n
1829,neat,a
1829,kit,n
1828,lion,n
1828,dialogue,n
1827,repair,v
1826,tray,n
1825,fantasy,n
1824,leave,n
1823,export,v
1822,forth,adv
1821,lamp,n
1820,allege,v
1819,pavement,n
1819,brand,n
1817,constable,n
1817,compromise,n
1816,flag,n
1815,filter,n
1814,reign,n
1814,execute,v
1811,pity,n
1811,merit,n
1810,diagram,n
1809,wool,n
1809,organism,n
1809,elegant,a
1808,red,n
1807,undertaking,n
1807,lesser,a
1806,reach,n
1806,marvellous,a
1806,improved,a
1805,locally,adv
1805,entity,n
1804,rape,n
1802,secure,a
1802,descend,v
1802,backwards,adv
1801,peer,v
1801,excuse,v
1800,genetic,a
1799,fold,v
1798,portfolio,n
1798,consensus,n
1796,thesis,n
1796,shop,v
1795,nest,n
1795,frown,v
1795,builder,n
1795,administer,v
1794,tip,v
1794,lung,n
1794,delegation,n
1793,outside,n
1793,heating,n
1792,like,conj
1791,instinct,n
1790,teenager,n
1790,lonely,a
1789,residence,n
1789,radiation,n
1789,extract,v
1788,concession,n
1788,autonomy,n
1787,norm,n
1787,musician,n
1787,graduate,n
1786,glory,n
1786,bear,n
1785,persist,v
1784,rescue,v
1784,equip,v
1783,partial,a
1783,officially,adv
1783,capability,n
1782,worry,n
1782,liberation,n
1781,hunt,v
1781,daily,adv
1780,heel,n
1780,contract,v
1778,update,v
1778,assign,v
1777,spring,v
1777,single,n
1776,commons,n
1775,weekly,a
1775,stretch,n
1775,pregnancy,n
1775,happily,adv
1773,spectrum,n
1773,interfere,v
1771,suicide,n
1771,panic,n
1771,invent,v
1771,intensive,a
1771,damp,a
1770,simultaneously,adv
1770,giant,n
1769,casual,a
1768,sphere,n
1768,precious,a
1767,sword,n
1767,envisage,v
1767,bean,n
1766,time,v
1766,crazy,a
1766,changing,a
1765,primary,n
1765,concede,v
1765,besides,adv
1763,unite,v
1763,severely,adv
1762,separately,adv
1762,instruct,v
1762,insert,v
1761,go,n
1761,exhibit,v
1760,brave,a
1757,tutor,n
1757,tune,n
1756,debut,n
1756,continued,a
1756,bid,v
1755,incidence,n
1755,downstairs,adv
1755,cafe,n
1754,regret,v
1754,killer,n
1754,delicate,a
1752,subsidiary,n
1751,gender,n
1751,entertain,v
1750,cling,v
1748,vertical,a
1748,fetch,v
1747,strip,v
1745,plead,v
1745,duck,n
1745,breed,n
1745,assistant,a
1744,pint,n
1744,abolish,v
1743,translation,n
1743,princess,n
1743,line,v
1743,excessive,a
1742,digital,a
1741,steep,a
1740,jet,n
1740,hey,interjection
1740,grave,n
1739,exceptional,a
1739,boost,v
1738,random,a
1738,correlation,n
1737,outline,n
1737,intervene,v
1735,packet,n
1735,motivation,n
1734,safely,adv
1732,harsh,a
1730,spell,n
1729,spread,n
1729,draw,n
1728,concrete,a
1728,complicated,a
1728,alleged,a
1727,redundancy,n
1727,progressive,a
1727,intensity,n
1727,crack,n
1725,fly,n
1724,fancy,v
1723,alternatively,adv
1721,waiting,a
1721,scandal,n
1721,resemble,v
1720,parameter,n
1720,fierce,a
1719,tropical,a
1719,colour,v
1717,ours,pron
1717,engagement,n
1716,contest,n
1715,edit,v
1715,courage,n
1714,hip,n
1714,delighted,a
1713,sponsor,v
1713,carer,n
1712,crack,v
1711,substantially,adv
1711,occupational,a
1710,trainer,n
1708,remainder,n
1708,related,a
1708,inherit,v
1707,resume,v
1707,assignment,n
1705,conceal,v
1704,disclose,v
1703,exclusively,adv
1701,working,n
1700,mild,a
1699,chronic,a
1698,splendid,a
1698,function,v
1697,rider,n
1697,clay,n
1696,firstly,adv
1696,conceive,v
1695,politically,adv
1693,terminal,n
1692,accuracy,n
1690,coup,n
1690,ambulance,n
1688,living,n
1687,offender,n
1686,similarity,n
1686,orchestra,n
1686,brush,n
1685,systematic,a
1685,striker,n
1684,guard,v
1684,casualty,n
1681,steadily,adv
1681,painter,n
1681,opt,v
1681,handsome,a
1681,banking,n
1680,sensitivity,n
1680,navy,n
1680,fascinating,a
1680,disappointment,n
1679,auditor,n
1678,hostility,n
1675,spending,n
1675,scarcely,adv
1674,compulsory,a
1672,photographer,n
1672,ok,interjection
1672,neighbourhood,n
1672,ideological,a
1671,wide,adv
1671,pardon,n
1670,double,n
1670,criticize,v
1669,supervision,n
1667,guilt,n
1667,deck,n
1666,payable,a
1665,execution,n
1664,suite,n
1664,elected,a
1663,solely,adv
1663,moral,n
1663,collector,n
1662,questionnaire,n
1662,flavour,n
1662,couple,v
1661,faculty,n
1660,tour,v
1658,basket,n
1657,mention,n
1657,kick,n
1657,horizon,n
1657,drain,v
1656,happiness,n
1656,fighter,n
1656,estimated,a
1656,copper,n
1655,legend,n
1654,relevance,n
1654,decorate,v
1654,continental,a
1652,ship,v
1652,operational,a
1652,incur,v
1651,parallel,a
1650,divorce,n
1649,opposed,a
1648,equilibrium,n
1647,trader,n
1647,ton,n
1647,can,n
1646,juice,n
1646,forum,n
1645,spin,v
1645,research,v
1644,hostile,a
1644,consistently,adv
1642,technological,a
1642,nightmare,n
1642,medal,n
1642,diamond,n
1641,speed,v
1640,peaceful,a
1640,accounting,a
1639,scatter,v
1639,monster,n
1639,horrible,a
1637,nonsense,n
1637,chaos,n
1637,accessible,a
1636,humanity,n
1636,frustration,n
1636,chin,n
1636,bureau,n
1636,advocate,v
1635,polytechnic,n
1635,inhabitant,n
1635,evil,a
1634,slave,n
1632,reservation,n
1628,slam,v
1628,handle,n
1627,provincial,a
1627,fishing,n
1627,facilitate,v
1626,yield,n
1626,elbow,n
1626,bye,interjection
1625,warm,v
1625,sleeve,n
1624,exploration,n
1624,creep,v
1624,adjacent,a
1623,theft,n
1623,round,v
1623,grace,n
1622,predecessor,n
1621,supermarket,n
1621,smart,a
1621,sergeant,n
1621,regulate,v
1621,clash,n
1621,assemble,v
1621,arrow,n
1620,nowadays,adv
1620,giant,a
1619,waiting,n
1619,tap,n
1619,shit,n
1616,sandwich,n
1615,vanish,v
1615,commerce,n
1614,pursuit,n
1614,post-war,a
1611,will,v
1611,waste,a
1611,collar,n
1610,socialism,n
1610,skill,v
1610,rice,n
1610,exclusion,n
1609,upwards,adv
1609,transmission,n
1608,instantly,adv
1608,forthcoming,a
1606,appointed,a
1605,geographical,a
1605,fist,n
1605,abstract,a
1604,embrace,v
1604,dynamic,a
1604,drawer,n
1603,dismissal,n
1602,magic,n
1602,endless,a
1602,definite,a
1602,broadly,adv
1601,affection,n
1600,dawn,n
1599,principal,n
1597,bloke,n
1596,organiser,n
1595,trap,n
1594,communist,a
1593,competence,n
1592,complicate,v
1591,neutral,a
1591,fortunately,adv
1591,commonwealth,n
1591,breakdown,n
1590,combined,a
1589,candle,n
1588,venue,n
1588,supper,n
1586,analyst,n
1585,vague,a
1584,publicly,adv
1583,marine,a
1583,fair,adv
1581,pause,n
1581,notable,a
1581,freely,adv
1581,counterpart,n
1577,lively,a
1576,script,n
1575,sue,v
1575,legitimate,a
1575,geography,n
1574,reproduce,v
1574,moving,a
1574,lamb,n
1574,gay,a
1574,contemplate,v
1573,terror,n
1573,stable,n
1573,founder,n
1571,utility,n
1571,signal,v
1570,shelter,n
1568,poster,n
1568,hitherto,adv
1567,mature,a
1567,cooking,n
1566,head,a
1565,wealthy,a
1565,fucking,a
1565,confess,v
1565,age,v
1564,miracle,n
1564,magic,a
1564,jaw,n
1562,pan,n
1562,coloured,a
1561,tent,n
1561,telephone,v
1561,reduced,a
1560,tumour,n
1560,super,a
1560,funding,n
1560,dump,v
1559,stitch,n
1559,shared,a
1558,ladder,n
1558,keeper,n
1557,endorse,v
1556,invariably,adv
1555,smash,v
1555,shield,n
1555,heat,v
1554,surgeon,n
1554,centre,v
1553,orange,n
1553,explode,v
1553,comedy,n
1553,classify,v
1553,artistic,a
1552,ruler,n
1552,biscuit,n
1551,workstation,n
1551,prey,n
1551,manual,n
1551,cure,n
1549,overall,n
1548,tighten,v
1548,tax,v
1548,pope,n
1547,manufacturing,a
1547,adult,a
1546,rush,n
1545,blanket,n
1544,republican,n
1544,referendum,n
1544,palm,n
1544,nearby,adv
1544,mix,n
1544,devil,n
1544,adoption,n
1543,workforce,n
1543,segment,n
1542,regardless,adv
1542,contractor,n
1541,portion,n
1541,differently,adv
1541,deposit,v
1541,cook,n
1540,prediction,n
1540,oven,n
1540,matrix,n
1540,liver,n
1540,fraud,n
1540,beam,n
1538,signature,n
1538,limb,n
1537,verdict,n
1536,dramatically,adv
1536,container,n
1536,aunt,n
1535,dock,n
1534,submission,n
1533,arm,v
1532,odd,n
1532,certainty,n
1531,boring,a
1530,electron,n
1529,drum,n
1528,wisdom,n
1528,antibody,n
1527,unlike,a
1527,terrorist,n
1527,post,v
1527,circulation,n
1527,alteration,n
1526,fluid,n
1526,ambitious,a
1525,socially,adv
1524,riot,n
1524,petition,n
1524,fox,n
1523,recruitment,n
1522,well-known,a
1522,top,v
1522,service,v
1519,flood,v
1518,taste,v
1518,memorial,n
1517,helicopter,n
1517,correspondence,n
1516,ye,pron
1516,beef,n
1515,overall,adv
1515,lighting,n
1515,harbour,n
1514,empirical,a
1513,shallow,a
1512,seal,v
1512,decrease,v
1512,constituent,n
1511,exam,n
1510,toe,n
1510,reward,v
1509,thrust,v
1509,bureaucracy,n
1508,wrist,n
1508,nut,n
1507,plain,n
1507,magnetic,a
1506,evil,n
1505,widen,v
1505,hazard,n
1505,dispose,v
1504,dealing,n
1504,absent,a
1502,reassure,v
1502,model,v
1502,inn,n
1502,initial,n
1501,suspension,n
1501,respondent,n
1501,over,n
1500,naval,a
1500,monthly,a
1500,log,n
1500,advisory,a
1499,fitness,n
1499,blank,a
1498,indirect,a
1497,tile,n
1497,rally,n
1497,economist,n
1496,vein,n
1496,strand,n
1496,disturbance,n
1495,stuff,v
1495,seldom,adv
1495,coming,a
1494,cab,n
1493,grandfather,n
1493,flash,v
1493,destination,n
1493,actively,adv
1492,regiment,n
1492,closed,a
1491,boom,n
1490,handful,n
1489,remarkably,adv
1489,encouragement,n
1489,awkward,a
1488,required,a
1488,flood,n
1488,defect,n
1487,surplus,n
1487,champagne,n
1486,liquid,n
1485,shed,v
1484,welcome,n
1484,rejection,n
1484,discipline,v
1483,halt,v
1483,electronics,n
1483,administrator,n
1482,sentence,v
1482,ill,adv
1482,contradiction,n
1481,nail,n
1479,senior,n
1479,lacking,a
1479,colonial,a
1476,primitive,a
1475,whoever,pron
1475,lap,n
1475,commodity,n
1474,planned,a
1474,intellectual,n
1474,imprisonment,n
1474,coincide,v
1473,sympathetic,a
1473,atom,n
1472,tempt,v
1472,sanction,n
1472,praise,v
1472,favourable,a
1472,dissolve,v
1471,tightly,adv
1471,surrounding,n
1471,soup,n
1471,encounter,n
1471,abortion,n
1470,grasp,v
1470,custody,n
1470,composer,n
1470,charm,n
1469,short-term,a
1469,metropolitan,a
1468,waist,n
1468,equality,n
1466,tribute,n
1466,bearing,n
1466,auction,n
1465,standing,n
1465,manufacture,n
1465,horn,n
1465,barn,n
1464,mayor,n
1464,emperor,n
1462,rescue,n
1462,integrated,a
1462,conscience,n
1462,commence,v
1461,grandmother,n
1461,discharge,v
1460,profound,a
1459,takeover,n
1459,nationalist,n
1458,effect,v
1458,dolphin,n
1457,fortnight,n
1457,elephant,n
1456,seal,n
1455,spoil,v
1455,plea,n
1455,forwards,adv
1455,breeze,n
1454,prevention,n
1453,mineral,n
1452,runner,n
1451,pin,v
1451,integrity,n
1450,thereafter,adv
1449,quid,n
1449,owl,n
1448,rigid,a
1448,orange,a
1448,draft,v
1447,reportedly,adv
1447,hedge,n
1447,formulate,v
1447,associated,a
1446,position,v
1445,thief,n
1444,tomato,n
1444,exhaust,v
1443,evidently,adv
1443,eagle,n
1442,specified,a
1442,resulting,a
1442,blade,n
1441,peculiar,a
1441,killing,n
1441,desktop,n
1441,bowel,n
1440,long,v
1438,ugly,a
1438,expedition,n
1437,saint,n
1435,variable,a
1434,supplement,v
1434,stamp,n
1434,slide,n
1434,faction,n
1434,enthusiastic,a
1434,enquire,v
1433,brass,n
1432,inequality,n
1432,eager,a
1430,bold,a
1429,neglect,v
1428,saying,n
1427,ridge,n
1427,earl,n
1426,yacht,n
1426,suck,v
1426,missing,a
1426,extended,a
1425,valuation,n
1425,delight,v
1425,beat,n
1424,worship,n
1424,fossil,n
1424,diminish,v
1423,taxpayer,n
1423,corruption,n
1423,accurately,adv
1421,honour,v
1421,depict,v
1420,pencil,n
1420,drown,v
1419,stem,n
1419,lump,n
1419,applicable,a
1418,rate,v
1418,mobility,n
1418,immense,a
1418,goodness,n
1417,price,v
1417,preliminary,a
1417,graph,n
1416,referee,n
1416,calm,a
1415,onwards,adv
1415,omit,v
1414,genuinely,adv
1414,excite,v
1413,dreadful,a
1413,cave,n
1412,revelation,n
1412,grief,n
1412,erect,v
1411,tuck,v
1411,meantime,n
1411,barrel,n
1410,lawn,n
1410,hut,n
1409,swing,n
1409,subject,v
1409,ruin,v
1408,slice,n
1407,transmit,v
1407,thigh,n
1407,practically,adv
1407,dedicate,v
1406,mistake,v
1406,corresponding,a
1406,albeit,conj
1405,sound,a
1404,nurse,v
1404,discharge,n
1404,comparative,a
1404,cluster,n
1403,propose,v
1403,obstacle,n
1403,motorway,n
1403,heritage,n
1403,counselling,n
1403,breeding,n
1401,characteristic,a
1401,bucket,n
1400,migration,n
1400,campaign,v
1399,ritual,n
1399,originate,v
1398,hunting,n
1397,crude,a
1396,protocol,n
1396,prejudice,n
1396,inspiration,n
1396,dioxide,n
1396,chemical,a
1395,uncomfortable,a
1394,worthy,a
1394,inspect,v
1393,summon,v
1393,parallel,n
1392,outlet,n
1392,okay,a
1391,collaboration,n
1391,booking,n
1390,salad,n
1390,productive,a
1390,charming,a
1389,polish,a
1389,oak,n
1389,access,v
1388,tourism,n
1388,independently,adv
1388,cruel,a
1387,diversity,n
1387,accused,a
1386,supplement,n
1386,fucking,adv
1386,forecast,n
1386,amend,v
1385,soap,n
1384,ruling,n
1381,interference,n
1380,executive,a
1379,mining,n
1379,minimal,a
1379,clarify,v
1378,strain,v
1378,novel,a
1377,try,n
1377,coastal,a
1376,rising,a
1376,quota,n
1376,minus,prep
1376,kilometre,n
1376,characterise,v
1375,suspicious,a
1375,pet,n
1375,beneficial,a
1374,fling,v
1374,deprive,v
1372,covenant,n
1372,bias,n
1371,trophy,n
1370,verb,n
1370,honestly,adv
1369,extract,n
1368,straw,n
1368,stem,v
1368,eyebrow,n
1367,noble,a
1367,mask,n
1367,lecturer,n
1367,girlfriend,n
1367,forehead,n
1366,timetable,n
1366,symbolic,a
1366,farming,n
1365,lid,n
1365,librarian,n
1365,injection,n
1364,sexuality,n
1364,irrelevant,a
1364,bonus,n
1364,abuse,v
1363,thumb,n
1363,survey,v
1363,ankle,n
1360,psychologist,n
1360,occurrence,n
1359,profitable,a
1359,deliberate,a
1359,bow,v
1358,tribe,n
1358,rightly,adv
1358,representative,a
1358,code,v
1357,validity,n
1357,marble,n
1357,bow,n
1356,plunge,v
1356,maturity,n
1356,hidden,a
1356,contrast,v
1355,tobacco,n
1355,middle-class,a
1355,grip,v
1355,clergy,n
1354,trading,a
1354,passive,a
1354,decoration,n
1352,racial,a
1351,well,n
1351,embarrassment,n
1348,sauce,n
1348,fatal,a
1348,banker,n
1347,compensate,v
1346,make-up,n
1345,seat,v
1345,popularity,n
1345,interior,a
1344,eligible,a
1344,continuity,n
1344,bunch,n
1342,hook,n
1341,wicket,n
1341,pronounce,v
1340,ballet,n
1339,heir,n
1337,positively,adv
1337,insufficient,a
1336,substitute,v
1336,mysterious,a
1336,dancer,n
1335,trail,n
1335,caution,n
1334,donation,n
1334,added,a
1333,weaken,v
1333,tyre,n
1333,sufferer,n
1333,managerial,a
1333,elaborate,a
1332,restraint,n
1332,renew,v
1332,gardener,n
1331,dilemma,n
1331,configuration,n
1330,rear,a
1330,embark,v
1329,misery,n
1329,importantly,adv
1329,continually,adv
1329,appreciation,n
1327,radical,n
1325,diverse,a
1323,revive,v
1322,trip,v
1322,lounge,n
1322,dwelling,n
1321,parental,a
1320,loyal,a
1319,privatisation,n
1319,outsider,n
1319,forbid,v
1317,yep,interjection
1317,prospective,a
1317,manuscript,n
1317,inherent,a
1316,deem,v
1315,telecommunication,n
1315,intermediate,a
1314,worthwhile,a
1314,calendar,n
1314,basin,n
1313,utterly,adv
1313,rebuild,v
1312,pulse,n
1311,suppress,v
1311,predator,n
1310,width,n
1310,stiff,a
1310,spine,n
1310,betray,v
1309,punish,v
1308,stall,n
1308,lifestyle,n
1308,compile,v
1308,arouse,v
1307,partially,adv
1307,headline,n
1307,divine,a
1306,unpleasant,a
1306,sacred,a
1305,useless,a
1305,cool,v
1304,tremble,v
1304,statue,n
1304,obey,v
1302,drunk,a
1301,tender,a
1301,molecular,a
1301,circulate,v
1300,exploitation,n
1299,explicitly,adv
1298,utterance,n
1298,linear,a
1298,chat,v
1297,revision,n
1297,distress,n
1296,spill,v
1295,steward,n
1295,knight,n
1294,sum,v
1294,semantic,a
1294,selective,a
1294,learner,n
1294,dignity,n
1293,senate,n
1293,grid,n
1293,fiscal,a
1293,activate,v
1292,rival,a
1292,fortunate,a
1291,jeans,n
1290,select,a
1290,fitting,n
1290,commentator,n
1289,weep,v
1289,handicap,n
1289,crush,v
1288,towel,n
1288,stay,n
1288,skilled,a
1288,repeatedly,adv
1288,defensive,a
1288,calm,v
1287,temporarily,adv
1287,rain,v
1287,pin,n
1286,villa,n
1286,rod,n
1286,frontier,n
1286,enforcement,n
1285,protective,a
1285,philosophical,a
1285,lordship,n
1285,disagree,v
1285,boyfriend,n
1285,activist,n
1283,viewer,n
1283,slim,a
1282,this,adv
1282,textile,n
1282,mist,n
1282,harmony,n
1282,deed,n
1281,merge,v
1281,invention,n
1281,commissioner,n
1281,caravan,n
1281,bolt,n
1280,ending,n
1277,publishing,n
1277,gut,n
1276,stamp,v
1276,map,v
1276,loud,adv
1275,stroke,v
1275,shock,v
1275,rug,n
1275,picture,v
1273,slip,n
1273,praise,n
1273,fine,n
1272,monument,n
1272,material,a
1272,garment,n
1271,toward,prep
1271,realm,n
1271,melt,v
1270,reproduction,n
1270,reactor,n
1270,furious,a
1270,distinguished,a
1270,characterize,v
1270,alike,adv
1269,pump,n
1269,probe,n
1269,feedback,n
1269,aspiration,n
1268,suspect,n
1268,solar,a
1268,fare,n
1268,carve,v
1267,qualified,a
1267,membrane,n
1266,dependence,n
1266,convict,v
1265,bacteria,n
1264,trading,n
1264,ambassador,n
1263,wound,v
1263,drug,v
1263,conjunction,n
1262,cabin,n
1261,trail,v
1261,shaft,n
1260,treasure,n
1260,inappropriate,a
1260,half,adv
1260,attribute,n
1259,liquid,a
1259,embassy,n
1258,terribly,adv
1258,exemption,n
1258,array,n
1257,tablet,n
1257,sack,v
1257,erosion,n
1257,bull,n
1255,warehouse,n
1255,unfortunate,a
1255,promoter,n
1255,compel,v
1254,motivate,v
1252,burning,a
1250,vitamin,n
1250,sail,n
1250,lemon,n
1250,foreigner,n
1249,powder,n
1249,persistent,a
1249,bat,n
1249,ancestor,n
1248,predominantly,adv
1248,mathematical,a
1248,compliance,n
1248,arch,n
1247,woodland,n
1247,serum,n
1247,overnight,adv
1246,doubtful,a
1246,doing,n
1246,coach,v
1246,binding,a
1245,surrounding,a
1245,peer,n
1245,ozone,n
1245,mid,a
1245,invisible,a
1245,depart,v
1245,brigade,n
1244,manipulate,v
1244,consume,v
1243,temptation,n
1243,intact,a
1243,glove,n
1243,aggression,n
1242,emergence,n
1241,stag,v
1241,coffin,n
1241,beautifully,adv
1240,clutch,v
1239,wit,n
1239,underline,v
1239,trainee,n
1239,scrutiny,n
1239,neatly,adv
1239,follower,n
1238,sterling,a
1237,tariff,n
1237,bee,n
1236,relaxation,n
1236,negligence,n
1235,sunlight,n
1235,penetrate,v
1235,knot,n
1234,temper,n
1234,skull,n
1234,openly,adv
1234,grind,v
1233,whale,n
1233,throne,n
1233,supervise,v
1233,sickness,n
1233,package,v
1233,intake,n
1232,within,adv
1232,inland,a
1232,beast,n
1231,rear,n
1231,morality,n
1231,competent,a
1230,sink,n
1229,uniform,a
1229,reminder,n
1229,permanently,adv
1229,optimistic,a
1229,bargain,n
1228,seemingly,adv
1228,respective,a
1228,horizontal,a
1228,decisive,a
1228,bless,v
1228,bile,n
1227,spatial,a
1227,bullet,n
1226,respectable,a
1226,overseas,adv
1226,convincing,a
1225,unacceptable,a
1225,confrontation,n
1224,swiftly,adv
1224,paid,a
1224,joke,v
1224,instant,a
1224,illusion,n
1224,cheer,v
1223,congregation,n
1222,worldwide,adv
1222,winning,a
1222,wake,n
1222,toss,v
1222,medium,a
1222,jewellery,n
1222,fond,a
1222,alarm,v
1221,guerrilla,n
1221,dive,v
1221,desire,v
1221,cooperation,n
1220,thread,n
1220,prescribe,v
1220,calcium,n
1219,redundant,a
1219,marker,n
1219,chemist,n
1218,mammal,n
1218,legacy,n
1218,debtor,n
1217,testament,n
1216,tragic,a
1216,silver,a
1216,grin,n
1215,spectacle,n
1215,inheritance,n
1215,heal,v
1214,sovereignty,n
1214,enzyme,n
1213,host,v
1212,neighbouring,a
1212,corn,n
1211,layout,n
1211,dictate,v
1210,rip,v
1210,regain,v
1210,probable,a
1210,inclusion,n
1210,booklet,n
1210,bar,v
1209,privately,adv
1209,laser,n
1209,fame,n
1209,bronze,n
1207,mobile,a
1207,metaphor,n
1207,complication,n
1206,narrow,v
1204,old-fashioned,a
1204,chop,v
1203,synthesis,n
1202,diameter,n
1202,bomb,v
1201,silently,adv
1201,shed,n
1201,fusion,n
1200,trigger,v
1200,printing,n
1200,onion,n
1200,dislike,v
1199,embody,v
1199,curl,v
1197,sunshine,n
1197,sponsorship,n
1197,rage,n
1197,loop,n
1197,halt,n
1197,cop,v
1197,bang,v
1196,toxic,a
1196,thinking,a
1196,orientation,n
1196,likelihood,n
1195,wee,a
